CAD CDW ID,Event Clearance Group,Event Clearance SubGroup,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Hundred Block Location,District/Sector,Event Clearance Date,Zone/Beat,Census Tract,Longitude,Latitude
92457,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358101,2010358101,430,ACCIDENT INVESTIGATION,55XX BLOCK OF SAND POINT WAY NE,L,10/13/2010 11:50:00 AM,L3,4100.2005,-122.272175261,47.669186646
92459,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358017,2010358017,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF N 75TH ST,J,10/13/2010 07:37:00 AM,J1,2800.2007,-122.345435495,47.683302615
92462,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358022,2010358022,430,ACCIDENT INVESTIGATION,120XX BLOCK OF MERIDIAN AVE N,N,10/13/2010 09:31:00 AM,N1,600.4001,-122.334123284,47.71652596
92464,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358078,2010358078,430,ACCIDENT INVESTIGATION,31XX BLOCK OF NE 130TH ST,L,10/13/2010 09:26:00 AM,L1,100.3006,-122.293896067,47.722899275
92465,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358133,2010358133,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF SW CAMBRIDGE ST,F,10/13/2010 10:55:00 AM,F3,11300.2008,-122.354572444,47.519194218
92469,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358180,2010358180,430,ACCIDENT INVESTIGATION,1XX BLOCK OF 26TH AVE S,G,10/13/2010 12:23:00 PM,G2,8900.6005,-122.298924262,47.601263229
92471,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358207,2010358207,430,ACCIDENT INVESTIGATION,24XX BLOCK OF NW 59TH ST,B,10/13/2010 12:17:00 PM,B2,3200.2007,-122.388864301,47.67164701
92479,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358013,2010358013,460,TRAFFIC (MOVING) VIOLATION,21XX BLOCK OF S COLLEGE ST,O,10/13/2010 07:26:00 AM,O1,9400.3035,-122.304909948,47.582953207
92483,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358023,2010358023,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF MADISON ST,D,10/13/2010 07:37:00 AM,D3,8400.1027,-122.323473241,47.610034574
92485,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358025,2010358025,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF E MADISON ST,C,10/13/2010 07:41:00 AM,C2,7500.4016,-122.313956724,47.614004789
92493,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358021,2010358021,430,ACCIDENT INVESTIGATION,65XX BLOCK OF 57TH AVE S,R,10/13/2010 08:04:00 AM,R3,11102.1004,-122.26180631,47.54338226
92494,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000357991,2010357991,430,ACCIDENT INVESTIGATION,XX BLOCK OF FAUNTLEROY WAY SW,W,10/13/2010 08:07:00 AM,W2,10500.1003,-122.379028289,47.563068028
92495,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358034,2010358034,430,ACCIDENT INVESTIGATION,23XX BLOCK OF NE PACIFIC ST,U,10/13/2010 08:16:00 AM,U2,5302.2000,-122.30527974,47.649352329
92499,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358048,2010358048,430,ACCIDENT INVESTIGATION,28XX BLOCK OF SW ROXBURY ST,W,10/13/2010 08:35:00 AM,W3,11400.5003,-122.370028731,47.517410024
92501,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358059,2010358059,460,TRAFFIC (MOVING) VIOLATION,67XX BLOCK OF HIGHLAND PARK WAY SW,F,10/13/2010 08:41:00 AM,F1,11200.2010,-122.339618133,47.540265863
92504,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358077,2010358077,460,TRAFFIC (MOVING) VIOLATION,130XX BLOCK OF AURORA AVE N,N,10/13/2010 09:17:00 AM,N1,402.2000,-122.344996835,47.725035552
92517,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358216,2010358216,460,TRAFFIC (MOVING) VIOLATION,24XX BLOCK OF 6TH AVE,M,10/13/2010 11:13:00 AM,M1,7200.2002,-122.343983595,47.617744542
92519,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358093,2010358093,460,TRAFFIC (MOVING) VIOLATION,90XX BLOCK OF 16TH AVE SW,F,10/13/2010 09:10:00 AM,F3,11300.3007,-122.355114534,47.52195142
92521,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358089,2010358089,430,ACCIDENT INVESTIGATION,80XX BLOCK OF LAKE CITY WAY NE,U,10/13/2010 09:18:00 AM,U1,2600.5011,-122.312764905,47.687102713
92522,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358113,2010358113,460,TRAFFIC (MOVING) VIOLATION,27XX BLOCK OF E CHERRY ST,G,10/13/2010 09:25:00 AM,G3,8800.2003,-122.297173106,47.607998303
92526,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358132,2010358132,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF E JOHN ST,C,10/13/2010 09:37:00 AM,C2,7500.5001,-122.317581134,47.619931948
92535,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358175,2010358175,460,TRAFFIC (MOVING) VIOLATION,22XX BLOCK OF E UNION ST,G,10/13/2010 11:09:00 AM,G1,7700.3014,-122.303172862,47.61293726
92538,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358097,2010358097,430,ACCIDENT INVESTIGATION,92XX BLOCK OF COLLEGE WAY N,N,10/13/2010 11:31:00 AM,N3,1800.1005,-122.335029861,47.69686201
92539,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358190,2010358190,460,TRAFFIC (MOVING) VIOLATION,4XX BLOCK OF E LORETTA PL,E,10/13/2010 11:33:00 AM,E1,7400.5005,-122.325936741,47.619219556
92541,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358105,2010358105,430,ACCIDENT INVESTIGATION,19XX BLOCK OF BOREN AVE,D,10/13/2010 11:34:00 AM,D2,7300.2010,-122.333368028,47.617329291
92544,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358270,2010358270,460,TRAFFIC (MOVING) VIOLATION,88XX BLOCK OF AIRPORT WAY S,O,10/13/2010 11:41:00 AM,O3,11700.2013,-122.291072664,47.518803867
92546,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358072,2010358072,460,TRAFFIC (MOVING) VIOLATION,43XX BLOCK OF S OTHELLO ST,S,10/13/2010 08:52:00 AM,S1,11101.4014,-122.278710997,47.537054329
92547,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358052,2010358052,430,ACCIDENT INVESTIGATION,11XX BLOCK OF 33RD AVE,G,10/13/2010 08:57:00 AM,G3,7800.5015,-122.290378884,47.612266597
92551,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358124,2010358124,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF S HOLGATE ST,K,10/13/2010 09:30:00 AM,K3,9300.2029,-122.327468824,47.586175442
92552,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358121,2010358121,460,TRAFFIC (MOVING) VIOLATION,64XX BLOCK OF 8TH AVE NW,B,10/13/2010 09:31:00 AM,B3,3400.3004,-122.36603807,47.6756254
92553,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358131,2010358131,460,TRAFFIC (MOVING) VIOLATION,22XX BLOCK OF E JEFFERSON ST,G,10/13/2010 09:49:00 AM,G1,8700.1014,-122.303281406,47.606169322
92554,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358063,2010358063,430,ACCIDENT INVESTIGATION,59XX BLOCK OF E MARGINAL WAY S,O,10/13/2010 09:52:00 AM,O2,10900.2090,-122.334792246,47.549190594
92558,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358168,2010358168,460,TRAFFIC (MOVING) VIOLATION,10XX BLOCK OF E CHERRY ST,E,10/13/2010 10:30:00 AM,E2,8600.2001,-122.319063129,47.608067255
92562,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358067,2010358067,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF AURORA AVE N,D,10/13/2010 10:33:00 AM,D1,6700.2003,-122.343575489,47.626705931
92563,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358026,2010358026,430,ACCIDENT INVESTIGATION,XX BLOCK OF S BRANDON ST,O,10/13/2010 10:43:00 AM,O2,10900.2025,-122.336357715,47.554178085
92573,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358145,2010358145,430,ACCIDENT INVESTIGATION,5XX BLOCK OF LAKE WASHINGTON BLVD E,C,10/13/2010 11:42:00 AM,C3,7800.7001,-122.29056497,47.624319179
92574,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358152,2010358152,430,ACCIDENT INVESTIGATION,5XX BLOCK OF PROSPECT ST,D,10/13/2010 11:42:00 AM,D1,6700.3022,-122.346884524,47.628909262
92579,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358092,2010358092,430,ACCIDENT INVESTIGATION,61XX BLOCK OF 4TH AVE S,O,10/13/2010 11:49:00 AM,O3,10900.2086,-122.329586177,47.546693931
92589,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358143,2010358143,430,ACCIDENT INVESTIGATION,23XX BLOCK OF FAIRVIEW AVE E,C,10/13/2010 12:07:00 PM,C1,6100.4999,-122.329519764,47.641511334
92595,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000352320,2010352320,430,ACCIDENT INVESTIGATION,42XX BLOCK OF S GRAHAM ST,R,10/08/2010 04:30:00 PM,R3,11101.5000,-122.27950096,47.545998735
92599,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358264,2010358264,430,ACCIDENT INVESTIGATION,120XX BLOCK OF 15TH AVE NE,L,10/13/2010 01:10:00 PM,L2,700.5005,-122.31258668,47.716696269
92602,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358222,2010358222,430,ACCIDENT INVESTIGATION,38XX BLOCK OF S EDMUNDS ST,R,10/13/2010 02:15:00 PM,R3,10300.4000,-122.284455045,47.558653228
92608,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358511,2010358511,430,ACCIDENT INVESTIGATION,83XX BLOCK OF DIBBLE AVE NW,B,10/13/2010 03:27:00 PM,B1,3000.1000,-122.367268985,47.689879867
92611,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358385,2010358385,430,ACCIDENT INVESTIGATION,143XX BLOCK OF LAKE CITY WAY NE,L,10/13/2010 03:36:00 PM,L1,100.2001,-122.2924031,47.732847868
92623,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358189,2010358189,430,ACCIDENT INVESTIGATION,10XX BLOCK OF S JACKSON ST,E,10/13/2010 01:04:00 PM,E3,9100.1004,-122.318430715,47.599186562
92627,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358374,2010358374,430,ACCIDENT INVESTIGATION,11XX BLOCK OF E PINE ST,C,10/13/2010 01:30:00 PM,C2,7500.4006,-122.317506801,47.615259164
92644,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358368,2010358368,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF S MAIN ST,K,10/13/2010 01:08:00 PM,K2,9200.1006,-122.329653769,47.600013668
92657,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358282,2010358282,430,ACCIDENT INVESTIGATION,23XX BLOCK OF ELLIOTT AVE,M,10/13/2010 02:42:00 PM,M1,8002.2006,-122.34888225,47.612430149
92660,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358214,2010358214,430,ACCIDENT INVESTIGATION,130XX BLOCK OF LAKE CITY WAY NE,L,10/13/2010 12:47:00 PM,L1,100.3002,-122.292840975,47.723795095
92666,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358302,2010358302,430,ACCIDENT INVESTIGATION,61XX BLOCK OF CORSON AVE S,O,10/13/2010 01:33:00 PM,O3,10900.2074,-122.321377103,47.547744858
92672,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358516,2010358516,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF S KING ST,K,10/13/2010 03:18:00 PM,K2,9100.2002,-122.324731498,47.598351271
92684,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358372,2010358372,430,ACCIDENT INVESTIGATION,41XX BLOCK OF EASTERN AVE N,J,10/13/2010 02:02:00 PM,J3,5100.2010,-122.329026171,47.657311959
92686,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358315,2010358315,430,ACCIDENT INVESTIGATION,137XX BLOCK OF AURORA AVE N,N,10/13/2010 02:04:00 PM,N1,300.3019,-122.345047044,47.729584799
92690,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358446,2010358446,430,ACCIDENT INVESTIGATION,6XX BLOCK OF S DEARBORN ST,K,10/13/2010 02:13:00 PM,K2,9100.1016,-122.324416041,47.595834326
92696,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358490,2010358490,430,ACCIDENT INVESTIGATION,3XX BLOCK OF STEWART ST,M,10/13/2010 03:16:00 PM,M2,7200.1068,-122.339162164,47.6119615
92699,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358507,2010358507,430,ACCIDENT INVESTIGATION,70XX BLOCK OF E GREEN LAKE DR N,J,10/13/2010 03:45:00 PM,J1,3600.2015,-122.325739789,47.680058573
92700,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358540,2010358540,430,ACCIDENT INVESTIGATION,3XX BLOCK OF STEWART ST,M,10/13/2010 03:51:00 PM,M2,7200.1068,-122.339162164,47.6119615
92707,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358605,2010358605,460,TRAFFIC (MOVING) VIOLATION,20XX BLOCK OF S SPOKANE ST,O,10/13/2010 04:27:00 PM,O1,10000.7023,-122.304907538,47.571923066
92721,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358257,2010358257,430,ACCIDENT INVESTIGATION,XX BLOCK OF MARTIN LUTHER KING JR WAY S,O,10/13/2010 03:21:00 PM,O3,11700.1001,-122.280776523,47.530727271
92728,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358420,2010358420,430,ACCIDENT INVESTIGATION,52XX BLOCK OF RAINIER AVE S,R,10/13/2010 03:59:00 PM,R3,10300.5013,-122.28213531,47.554708455
92735,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358525,2010358525,430,ACCIDENT INVESTIGATION,84XX BLOCK OF GREENWOOD AVE N,B,10/13/2010 04:27:00 PM,B3,2900.1000,-122.355301707,47.690216196
92736,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358331,2010358331,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF 14TH AVE,G,10/13/2010 01:50:00 PM,G1,8600.3005,-122.31418684,47.603931361
92761,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358350,2010358350,430,ACCIDENT INVESTIGATION,143XX BLOCK OF LAKE CITY WAY NE,L,10/13/2010 02:03:00 PM,L1,100.2001,-122.2924031,47.732847868
92768,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358474,2010358474,430,ACCIDENT INVESTIGATION,130XX BLOCK OF LINDEN AVE N,N,10/13/2010 04:40:00 PM,N1,401.1016,-122.3479331,47.725038839
92787,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358638,2010358638,430,ACCIDENT INVESTIGATION,8XX BLOCK OF AIRPORT WAY S,K,10/13/2010 07:04:00 PM,K3,9300.1004,-122.326171861,47.595026646
92798,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358551,2010358551,430,ACCIDENT INVESTIGATION,15XX BLOCK OF GRAND AVE,C,10/13/2010 04:51:00 PM,C3,7800.5018,-122.283876275,47.614237327
92810,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358713,2010358713,450,DRIVING WHILE UNDER INFLUENCE (DUI),18XX BLOCK OF 42ND AVE E,C,10/13/2010 07:15:00 PM,C3,6300.2003,-122.278470236,47.6356214
92813,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358572,2010358572,430,ACCIDENT INVESTIGATION,9XX BLOCK OF E MADISON ST,E,10/13/2010 04:56:00 PM,E2,8600.2001,-122.320313012,47.611355521
92822,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358633,2010358633,430,ACCIDENT INVESTIGATION,40XX BLOCK OF WALLINGFORD AVE N,J,10/13/2010 06:00:00 PM,J3,5400.1000,-122.336249004,47.6562327
92824,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358603,2010358603,430,ACCIDENT INVESTIGATION,26XX BLOCK OF HARVARD AVE E,C,10/13/2010 06:14:00 PM,C1,6100.1005,-122.322100655,47.643840054
92833,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358664,2010358664,430,ACCIDENT INVESTIGATION,35XX BLOCK OF S ORCAS ST,R,10/13/2010 07:38:00 PM,R2,10300.4020,-122.28848474,47.551195016
92834,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358709,2010358709,430,ACCIDENT INVESTIGATION,58XX BLOCK OF KENWOOD PL N,J,10/13/2010 07:58:00 PM,J1,4600.1007,-122.337236588,47.671886301
92837,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358731,2010358731,430,ACCIDENT INVESTIGATION,72XX BLOCK OF W MARGINAL WAY S,F,10/13/2010 08:10:00 PM,F1,11200.1001,-122.333526441,47.536167116
92838,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358828,2010358828,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF NE 45TH ST,U,10/13/2010 08:13:00 PM,U2,5301.3004,-122.316010686,47.661288272
92848,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358619,2010358619,430,ACCIDENT INVESTIGATION,XX BLOCK OF N 46TH ST,J,10/13/2010 05:12:00 PM,J3,5000.3006,-122.346790955,47.662068944
92863,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358829,2010358829,460,TRAFFIC (MOVING) VIOLATION,44XX BLOCK OF S OTHELLO ST,S,10/13/2010 08:05:00 PM,S1,11101.4014,-122.277362435,47.537057855
92866,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358790,2010358790,430,ACCIDENT INVESTIGATION,35XX BLOCK OF SW ALASKA ST,W,10/13/2010 08:13:00 PM,W2,9900.3001,-122.376834568,47.561067989
92867,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358852,2010358852,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF MERCER ST,D,10/13/2010 08:26:00 PM,D1,7200.1012,-122.340644604,47.624546114
92869,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358598,2010358598,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF 23RD AVE,G,10/13/2010 05:32:00 PM,G3,8800.5003,-122.302727335,47.612265425
92872,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358681,2010358681,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF W PROSPECT ST,Q,10/13/2010 05:57:00 PM,Q3,7000.1012,-122.35730474,47.628715572
92877,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358701,2010358701,460,TRAFFIC (MOVING) VIOLATION,107XX BLOCK OF CORLISS AVE N,N,10/13/2010 06:05:00 PM,N3,1200.5002,-122.331302141,47.708081333
92883,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358733,2010358733,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF E PINE ST,C,10/13/2010 06:31:00 PM,C2,7500.4006,-122.317506801,47.615259164
92897,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358752,2010358752,430,ACCIDENT INVESTIGATION,14XX BLOCK OF NW 87TH ST,B,10/13/2010 07:44:00 PM,B1,1600.3008,-122.376127589,47.69243115
92920,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358646,2010358646,430,ACCIDENT INVESTIGATION,2XX BLOCK OF 23RD AVE E,C,10/13/2010 07:31:00 PM,C3,7700.4006,-122.302490421,47.620791188
92923,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358765,2010358765,430,ACCIDENT INVESTIGATION,24XX BLOCK OF 6TH AVE N,Q,10/13/2010 07:36:00 PM,Q2,6000.1010,-122.345005146,47.641334709
92924,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358557,2010358557,430,ACCIDENT INVESTIGATION,62XX BLOCK OF 17TH AVE NW,B,10/13/2010 07:08:00 PM,B2,3300.3008,-122.378881728,47.674186344
92926,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358711,2010358711,460,TRAFFIC (MOVING) VIOLATION,65XX BLOCK OF 4TH AVE NE,J,10/13/2010 07:04:00 PM,J1,3600.2009,-122.325293276,47.676873976
92934,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359088,2010359088,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF E MADISON ST,E,10/14/2010 12:07:00 AM,E2,7500.4011,-122.317230547,47.612666808
92942,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358956,2010358956,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF AURORA AVE N,D,10/13/2010 10:00:00 PM,D1,6700.1007,-122.343500195,47.632858771
92947,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358986,2010358986,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF S KING ST,E,10/13/2010 10:22:00 PM,E3,9100.1003,-122.321046108,47.59834527
92949,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358992,2010358992,460,TRAFFIC (MOVING) VIOLATION,71XX BLOCK OF DUMAR WAY SW,F,10/13/2010 10:29:00 PM,F1,11400.1001,-122.357612304,47.536243551
92953,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359004,2010359004,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF NW 100TH ST,B,10/13/2010 10:49:00 PM,B1,1600.1002,-122.374760137,47.701536866
92955,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359009,2010359009,460,TRAFFIC (MOVING) VIOLATION,47XX BLOCK OF UNIVERSITY WAY NE,U,10/13/2010 10:59:00 PM,U3,5301.2000,-122.313087957,47.663996256
92973,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359095,2010359095,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF N 130TH ST,N,10/14/2010 12:17:00 AM,N1,401.1016,-122.346586089,47.723214975
92975,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359096,2010359096,460,TRAFFIC (MOVING) VIOLATION,1XX BLOCK OF 25TH AVE,G,10/14/2010 12:28:00 AM,G3,8800.3006,-122.299966047,47.603084113
92979,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358877,2010358877,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF S JACKSON ST,G,10/13/2010 08:46:00 PM,G2,8900.6011,-122.29927595,47.599260413
92983,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358847,2010358847,460,TRAFFIC (MOVING) VIOLATION,35XX BLOCK OF SW MORGAN ST,W,10/13/2010 09:02:00 PM,W3,10600.2001,-122.37711821,47.544694714
92985,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358879,2010358879,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF E UNION ST,C,10/13/2010 09:05:00 PM,C3,7700.3016,-122.299458357,47.612934129
92987,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358929,2010358929,460,TRAFFIC (MOVING) VIOLATION,50XX BLOCK OF BEACH DR SW,W,10/13/2010 09:21:00 PM,W2,10600.5001,-122.400173059,47.556245405
92991,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358932,2010358932,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF N 49TH ST,J,10/13/2010 10:13:00 PM,J3,5000.4011,-122.341224665,47.664290572
92996,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359002,2010359002,460,TRAFFIC (MOVING) VIOLATION,41XX BLOCK OF E MADISON ST,C,10/13/2010 11:01:00 PM,C3,6300.2004,-122.279719217,47.634627795
93001,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358938,2010358938,460,TRAFFIC (MOVING) VIOLATION,41XX BLOCK OF UNIVERSITY WAY NE,U,10/13/2010 11:32:00 PM,U2,5301.4000,-122.313226588,47.657574535
93012,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358866,2010358866,460,TRAFFIC (MOVING) VIOLATION,20XX BLOCK OF 1ST AVE,M,10/13/2010 08:31:00 PM,M3,8002.1004,-122.3432623,47.611452758
93044,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000358982,2010358982,460,TRAFFIC (MOVING) VIOLATION,54XX BLOCK OF DELRIDGE WAY SW,F,10/13/2010 11:06:00 PM,F1,10700.1000,-122.362975495,47.552819767
93051,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359039,2010359039,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF MERCER ST,Q,10/13/2010 11:19:00 PM,Q3,7000.3017,-122.352139788,47.624571354
93058,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359054,2010359054,460,TRAFFIC (MOVING) VIOLATION,15XX BLOCK OF 15TH AVE W,Q,10/13/2010 11:52:00 PM,Q2,5802.2013,-122.376075862,47.632862156
93070,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358993,2010358993,430,ACCIDENT INVESTIGATION,2XX BLOCK OF SPRING ST,M,10/13/2010 10:42:00 PM,M3,8100.2022,-122.335226628,47.606104987
93079,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359059,2010359059,460,TRAFFIC (MOVING) VIOLATION,4XX BLOCK OF YESLER WAY,K,10/13/2010 11:56:00 PM,K2,9200.1000,-122.327685992,47.60171208
93080,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000359080,2010359080,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF BOREN AVE N,D,10/14/2010 12:03:00 AM,D2,7300.3005,-122.335832591,47.623871056
93094,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358753,2010358753,430,ACCIDENT INVESTIGATION,9XX BLOCK OF N 87TH ST,N,10/13/2010 08:39:00 PM,N2,1800.2006,-122.345879171,47.692015838
93097,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000358735,2010358735,430,ACCIDENT INVESTIGATION,117XX BLOCK OF 15TH AVE NE,L,10/13/2010 08:42:00 PM,L2,600.2003,-122.312533659,47.715131119
